Model,Price,Rating,Specs,Company,Spec_Score
Blaupunkt SonicQ 75 inch Ultra HD 4K Smart QLED TV (75SQ0303),"₹65,999",4.35,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV80 W OutputMT9062 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,64
LG UA8300 55 inch Ultra HD 4K Smart LED TV (55UA83006LA),"₹48,990",4.65,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",flipkart,52
Acer Ultra V Series 32 inch HD Ready Smart QLED TV (AR32QDVGU2841BD),"₹13,499",4.2,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,43
Acer Ultra V Series 43 inch Ultra HD 4K Smart QLED TV (AR43QDVGU2875BD),"₹23,999",4.75,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Acer Ultra V Series 55 inch Ultra HD 4K Smart QLED TV (AR55QDVGU2875BD),"₹33,999",4.05,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV36 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,56
Philips Harmony Series 75 inch Ultra HD 4K Smart QLED TV (75PQT8300/94),"₹72,999",4.4,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV5 Speakers, 50 W OutputA73 Processor, 3 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,67
Wobble K Series 40 inch Full HD Smart LED TV (WB40FDAGU2841D25),"₹15,999",4.7,"40 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV30 W OutputQuad Core Processor, 1.5 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,38
Wobble K Series 32 inch HD Ready Smart LED TV (WB32HDAGU2841D25),"₹11,999",4,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV30 W OutputQuad Core Processor, 1.5 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,36
Croma CREL055UGL333850 55 inch Ultra HD 4K Smart LED TV,"₹29,990",4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputQuad Core Processor, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,46
Acer AR40FDGGU2841BD 40 inch Full HD Smart LED TV,"₹15,999",4.15,"40 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 26 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,36
Acer Ultra I Series 50 inch Ultra HD 4K Smart LED TV (AR50UDGGU2875BD),"₹24,999",4.65,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV36 W OutputDual Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,53
Acerpure Elevate Neo Series 55 inch Ultra HD 4K Smart QLED TV (AP43UG75PELN5),"₹35,999",4.25,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV40 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,55
Hisense E75Q 65 inch Ultra HD 4K Smart QLED TV (65E75Q),"₹55,898",4.1,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 48 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,57
Hisense E75Q 55 inch Ultra HD 4K Smart QLED TV (55E75Q),"₹38,990",4.25,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 48 W OutputHDR3 HDMI Ports, 2 USB Ports178 ° Viewing Angle",amazon,53
Metz QP425G 55 inch Ultra HD 4K Smart QLED TV (55QP425G),"₹49,999",4.35,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputA55, 1.5GHz Processor, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,63
Hisense E75Q 50 inch Ultra HD 4K Smart QLED TV (50E75Q),"₹34,990",4.2,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 48 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",amazon,51
Realme TechLife 75UHDGQRWSTQ 75 inch Ultra HD 4K Smart QLED TV,"₹61,499",4.75,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 2 GB RAM, 32 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,56
Vu GloQLED Series 75 inch Ultra HD 4K Smart QLED TV (75GLOQLED25),"₹58,499",4.15,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output1.5GHz VuOn Processor Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,67
Blaupunkt Quantum Dot 43 inch Ultra HD 4K Smart QLED TV (43QC7005),"₹20,999",4.6,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV50 W OutputARM Cortex A55 Processor, 2 GB RAM, 16 GB Storage3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,49
Kodal Matrix 55 inch Ultra HD 4K Smart QLED TV (55ST5025),"₹30,999",4.65,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputA55 Processor, 2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,53
Thomson 50TJQ0022 50 inch Ultra HD 4K Smart QLED TV,"₹24,999",4.6,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV48 W OutputAmlogic Chipset Processor, 2 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,45
BPL 43UF6340 43 inch Ultra HD 4K Smart QLED TV,"₹24,490",4.3,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output1 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring",flipkart,41
Croma CREL032HGQ024650 32 inch HD Ready Smart QLED TV,"₹15,990",4.35,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV40 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",croma,38
LG QNED 8CA 86 inch Ultra HD 4K Smart QNED TV (86QNED8CA6A),"₹2,43,999",4.6,"86 in, QNED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",flipkart,67
Sony Bravia 2 II S25M2 50 inch Ultra HD 4K Smart LED TV (K-50S25M2),"₹66,490",4.2,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR4 HDMI Ports, 2 USB Ports",amazon,55
Sansui JSW32HG5 32 inch HD Ready Smart LED TV,"₹13,490",4.25,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR2 HDMI Ports, 2 USB PortsDolby Audio",flipkart,36
Coocaa Y74 Plus 55 inch Ultra HD 4K Smart LED TV (55Y74 Plus),"₹24,999",4.15,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputA55 1.5GHz Processor, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,47
Sansui JSW55UG23Q 55 inch Ultra HD 4K Smart QLED TV,"₹40,490",4.65,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,63
Sansui JSW43UG23Q 43 inch Ultra HD 4K Smart QLED TV,"₹32,490",4.45,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,55
TCL S49K 32 inch Full HD Smart QLED TV (32S49K),"₹14,790",4.45,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W OutputHDR2 HDMI Ports, 2 USB PortsDolby Audio",flipkart,37
TCL NXTFRAME 65 inch Ultra HD 4K Smart QLED TV (65A300W),"₹79,999",4.7,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output3 GB RAM, 64 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",flipkart,73
TCL C72K 85 inch Ultra HD 4K Smart Mini LED TV (85C72K),"₹2,29,999",4.55,"85 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputA73 Processor, 3 GB RAM, 64 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 1 USB Ports",flipkart,80
TCL C8K 75 inch Ultra HD 4K Smart QD-Mini LED TV (75C8K),"₹1,79,999",4,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV3 GB RAM, 64 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,81
Croma CREL043UGQ333850 43 inch Ultra HD 4K Smart QLED TV,"₹21,990",4.3,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,49
Kodak Matrix 65 inch Ultra HD 4K Smart QLED TV (65ST5035),"₹41,999",4,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,56
Panasonic TH-32PS670DX 32 inch HD Ready Smart LED TV,"₹16,979",4.05,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1.5 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,34
TCL C8K 85 inch Ultra HD 4K Smart QD-Mini LED TV (85C8K),"₹2,69,999",4.75,"85 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV3 GB RAM, 64 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,84
Motorola 50UHDGQMVSAQ 50 inch Ultra HD 4K Smart QLED TV,"₹30,499",4.4,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV48 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,54
Sansui JSW50UG23Q 50 inch Ultra HD 4K Smart QLED TV,"₹36,990",4.6,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsSupports Apps & Games",amazon,54
Croma CREL032HGQ333850 32 inch HD Ready Smart QLED TV,"₹10,994",4,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W OutputQuad Core Processor, 1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,40
Blaupunkt Sigma 40SigmaQ008 40 inch Full HD Smart LED TV,"₹13,999",4.05,"40 in, LED TVFull HD, 1920 x 1080 pixelsWifiSmart TV2 Speakers, 36 W OutputA35 Processor, 512 MB RAM, 4 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,33
Croma CREL043UGL333850 43 inch Ultra HD 4K Smart LED TV,"₹19,990",4.25,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,45
Infinix 32GH3Q 32 inch HD Ready Smart QLED TV,"₹10,999",4.75,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,35
Coocaa S4U Pro 32 inch HD Ready Smart LED TV (32S4U Pro),"₹8,599",4.6,"31.5 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W OutputQuad Core Processor, 4 GB Storage2 HDMI Ports, 2 USB PortsDolby Audio",flipkart,29
Reliance RGT32MP2784FHD 32 inch Full HD Smart LED TV,"₹11,205",4.25,"32 in, LED TVFull HD, 1920 x 1080 pixelsWifiSmart TV2 Speakers, 24 W OutputARM Cortex-55X4 Processor, 512 MB RAM, 8 GB StorageHDR3 HDMI Ports, 3 USB Ports",flipkart,35
InnoQ Spectra 24S-SPCTADK 24 inch HD Ready Smart LED TV,"₹5,989",4.4,"24 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 30 W Output2 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:09 Ratio",flipkart,30
Uniboom ULTIMA 24N-ULT-AED 24 inch HD Ready LED TV,"₹5,490",4.1,"24 in, LED TV1366 x 768 pixelsSmart TV: No2 Speakers, 30 W Output1 HDMI Ports, 2 USB Ports60 Hz, 16:09 Ratio",amazon,19
Uniboom ULTIMA 40S-ULT-AED 40 inch Full HD Smart LED TV,"₹11,790",4.2,"40 in, LED TVFull HD, 1920 x 1080 pixelsSmart TV2 Speakers, 30 W Output2 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:09 Ratio",amazon,31
Blaupunkt BQD75Mini7088 75 inch Ultra HD 4K Smart Mini LED TV,"₹94,999",4.35,"75 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV6 Speakers, 108 W OutputMediatek Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,70
Realme TechLife 65UHDGDRDDVB 65 inch Ultra HD 4K Smart LED TV,"₹42,499",4.6,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 2 GB RAM, 16 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,49
Uniboom Ultima‎ 32S-ULT-AED 32 inch HD Ready Smart LED TV,"₹8,995",4.6,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputSupports Apps & GamesScreen Mirroring60 Hz, 16:9 Ratio",amazon,31
Croma CREL032HGL024650 32 inch HD Ready Smart LED TV,"₹10,494",4.4,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",croma,36
Toshiba M450RP Series 65 inch Ultra HD 4K Smart QLED TV (65M450RP),"₹55,990",4,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,60
Vu GloQLED Series 65 inch Ultra HD 4K Smart QLED TV (65GLOQLED25),"₹47,999",4.4,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output1.5GHz VuOn Processor Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,66
Croma CREL050UGQ331850 50 inch Ultra HD 4K Smart QLED TV,"₹31,990",4.3,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,53
Vu GloQLED Series 43 inch Ultra HD 4K Smart QLED TV (43GLOQLED25),"₹23,990",4.15,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output1.5GHz VuOn Processor Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,59
Haier A9UG 43 inch Ultra HD 4K Smart LED TV (43A9UG),"₹26,500",4.15,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,44
Realme TechLife 32HDGQRDDAQ 32 inch HD Ready Smart QLED TV,"₹10,999",4.05,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 26 W Output1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,36
Sony Bravia 5 XR55A 98 inch Ultra HD 4K Smart Mini LED TV (K-98XR55A),"₹5,46,690",4,"98 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Audio, Dolby Atmos",croma,82
Kenstar 55UHDTDKEETB 55 inch Ultra HD 4K Smart LED TV,"₹25,299",4.3,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputQuad Core Processor, 1.5 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,45
Kenstar 50UHDTDKEETB 50 inch Ultra HD 4K Smart LED TV,"₹21,799",4,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputQuad Core Processor, 1.5 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,43
Haier S80F 65 inch Ultra HD 4K Smart QLED TV (H65S80FUX),"₹65,990",4.7,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 32 GB StorageHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB Ports",croma,64
Motorola 32HDGQMDDAQ 32 inch HD Ready Smart QLED TV,"₹11,699",4.35,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,38
iFFALCON U75 75 inch Ultra HD 4K Smart LED TV (75U75),"₹69,999",4.7,"75 in4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputA73 Processor, 3 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 1 USB Ports",flipkart,61
Thomson Masterclass Series 75 inch Ultra HD 4K Smart Mini LED TV (TH75QDMini1022),"₹94,999",4.25,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV108 W OutputMediatek Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,70
iFFALCON U75 65 inch Ultra HD 4K Smart QLED TV (65U75),"₹49,999",4.45,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputA73 Processor, 3 GB RAM, 32 GB StorageHDR, Dolby Vision4 HDMI Ports, 1 USB Ports",flipkart,63
Kodak SE 32 inch HD Ready Smart QLED TV (32QSE5080),"₹9,149",4.75,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 36 W OutputAmLogic Processor, 512 MB RAM, 4 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",amazon,32
Kodak SE 40 inch Full HD Smart QLED TV (40QSE5009),"₹13,999",4.4,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifiSmart TV2 Speakers, 36 W OutputAmLogic Processor, 512 MB RAM, 4 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,35
Kodak SE 24 inch HD Ready Smart QLED TV (24QSE5007),"₹6,899",4.6,"24 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 24 W OutputAmLogic Processor, 512 MB RAM, 4 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,31
Toshiba C380RP 65 inch Ultra HD 4K Smart LED TV (65C380RP),"₹44,999",4.3,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core/MT9603 Processor, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,58
Hisense E63N 50 inch Ultra HD 4K Smart LED TV (50E63N),"₹26,999",4,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,48
Xiaomi F Series 43 inch Ultra HD 4K Smart LED TV (L43MB-FIN),"₹23,999",4.4,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputQuad Core A55 Processor, 2 GB RAM, 32 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,45
Toshiba V Series 40 inch Full HD Smart LED TV (40V35RP),"₹19,999",4.25,"40 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output3 HDMI Ports, 2 USB PortsDolby AtmosSupports Apps & Games",flipkart,38
Philips Lumina Series 65 inch Ultra HD 4K Smart QLED TV (65PQT8100/94),"₹55,999",4.75,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,65
Toshiba V Series 32 inch HD Ready Smart LED TV (32V35RP),"₹13,990",4.7,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output3 HDMI Ports, 2 USB PortsDolby AtmosSupports Apps & Games",amazon,35
NU LED43UGNX 2025 43 inch Ultra HD 4K Smart LED TV,"₹24,999",4.55,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,45
NU LED55UGNX 2025 55 inch Ultra HD 4K Smart LED TV,"₹34,999",4.55,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,48
NU LED43FGNX 2025 43 inch Full HD Smart LED TV,"₹19,999",4,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output1.5 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,41
Croma CREL065UGL024650 65 inch Ultra HD 4K Smart LED TV,"₹52,990",4.5,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,56
Philips Mirage Series 32 inch Full HD Smart LED TV (32PFT6130/94),"₹13,499",4,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output1.5 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",amazon,39
Coocaa Y74 Pro 65 inch Ultra HD 4K Smart QLED TV (65Y74 Pro),"₹40,999",4.25,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W OutputA55, 1.5GHz Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,61
Coocaa Y74 Pro 43 inch Ultra HD 4K Smart QLED TV (43Y74 Pro),"₹26,999",4.6,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W OutputA55, 1.5GHz Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,56
Sony Bravia 5 XR55A 65 inch Ultra HD 4K Smart Mini LED TV (K-65XR55A),"₹1,69,390",4.2,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Audio, Dolby Atmos",croma,77
LG evo AI G5 55 inch Ultra HD 4K Smart OLED TV (OLED55G56LA),"₹1,64,999",4.1,"55 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 3 USB PortsDolby Atmos",flipkart,79
Philips Harmony Series 55 inch Ultra HD 4K Smart QLED TV (55PQT8300/94),"₹41,999",4.3,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV50 W OutputA73 Processor, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,58
LG NanoCell NANO83 65 inch Ultra HD 4K Smart LED TV (65NANO83A6A),"₹74,590",4.65,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Atmos",croma,57
Xiaomi F Pro 55 inch Ultra HD 4K Smart QLED TV (L55MB-FPIN),"₹36,999",4.45,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV34 W OutputQuad Core A55 Processor, 2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,55
Haier C90 55 inch Ultra HD 4K Smart OLED TV (H55C90EUX),"₹1,04,999",4.55,"55 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV50 W Output3 GB RAM, 32 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",flipkart,78
Sony Bravia 5 XR55A 85 inch Ultra HD 4K Smart Mini LED TV (K-85XR55A),"₹3,67,640",4.65,"85 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Audio, Dolby Atmos",amazon,81
Sony Bravia 5 XR55A 55 inch Ultra HD 4K Smart Mini LED TV (K-55XR55A),"₹1,39,890",4.7,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Audio, Dolby Atmos",croma,75
Kodak Jio Tele Series 43 inch Ultra HD 4K Smart QLED TV (KQ43JTV0010),"₹18,999",4.3,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV40 W OutputAmlogic Processor, 2 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",amazon,44
